subject;body;label
Anfrage Reseller-Programm;Guten Tag, wir suchen nach einem Partner für den Vertrieb in der Region Nord. Vielen Dank im Voraus, Jan Bauer, Consulting Group;Vertrieb
Hardware-Beschaffung Angebot;Liebes Sales-Team, können Sie uns bitte die aktuelle Preisliste für Wiederverkäufer zusenden? Beste Grüße, Laura Klein, Future Systems;Vertrieb
Schulungstermin vereinbaren;Hallo, können wir über einen Mengenrabatt für eine Großbestellung sprechen? Danke und Gruß, Patrick Schwarz, SoftWare House;Vertrieb
Mengenrabatt bei 500 Lizenzen;Sehr geehrter Herr Müller, leider haben wir das letzte Angebot nicht erhalten, bitte erneut senden. Wir freuen uns auf Ihre Rückmeldung. Lisa Zimmermann, Media Agentur;Vertrieb
Angebot für Rahmenvertrag;Sehr geehrte Damen und Herren, wir möchten unseren bestehenden Vertrag um weitere 24 Monate verlängern. Mit freundlichen Grüßen, Christian Braun, Müller GmbH;Vertrieb
Status meiner Anfrage;Hallo Vertriebsteam, gibt es die Möglichkeit, Ihre Software für 30 Tage unverbindlich zu testen? Vielen Dank im Voraus, Sarah Krüger, TechSolutions AG;Vertrieb
Produktkatalog anfordern;Guten Tag, wir haben Fragen zur Integration in unsere bestehende SAP-Landschaft. Beste Grüße, Daniel Hartmann, Global Corp;Vertrieb
Upgrade auf Enterprise-Version;Liebes Sales-Team, wir planen die Anschaffung von 50 neuen Lizenzen für unsere IT-Abteilung. Danke und Gruß, Jessica Lange, Schmidt & Partner;Vertrieb
Login fehlgeschlagen;Hallo Support, ich kann mich seit heute Morgen nicht mehr einloggen. Es kommt immer Fehler 403. Bitte um Hilfe. Grüße, Peter Müller;Support
Drucker wird nicht erkannt;Guten Tag, mein Laptop findet den Netzwerkdrucker im 2. Stock nicht mehr. Treiber neu installiert, ohne Erfolg. Danke, Sabine Meyer;Support
Absturz nach Update;Hallo Team, seit dem Update gestern stürzt die Anwendung ständig ab, wenn ich speichern will. Das ist dringend! MfG, Klaus Weber;Support
VPN Verbindung bricht ab;Hi IT, meine VPN-Verbindung trennt sich alle 5 Minuten. Arbeiten ist so unmöglich. Bitte prüfen. Gruß, Julia Wagner;Support
Passwort vergessen;Sehr geehrte Damen und Herren, ich habe mein Passwort für das ERP-System vergessen. Können Sie es zurücksetzen? Danke, Andreas Fischer;Support
Outlook sendet keine Mails;Hallo, meine E-Mails bleiben im Postausgang hängen und gehen nicht raus. Fehlermeldung: Server timeout. Grüße, Sandra Becker;Support
Blauer Bildschirm;Hilfe! Mein Rechner zeigt nur noch einen blauen Bildschirm (BSOD) und startet neu. Was soll ich tun? MfG, Markus Schulz;Support
WLAN extrem langsam;Guten Tag, das WLAN im Konferenzraum B ist heute extrem langsam. Videocalls ruckeln stark. Bitte beheben. Danke, Claudia Hoffmann;Support
Datei versehentlich gelöscht;Hallo Support, ich habe aus Versehen den Ordner "Projekte 2023" gelöscht. Gibt es ein Backup? Dringend! Gruß, Stefan Koch;Support
Maus reagiert nicht;Hi, meine Funkmaus funktioniert nicht mehr, Batterien sind neu. Brauche wohl eine neue. Grüße, Monika Richter;Support
Monitor bleibt schwarz;Guten Tag, mein externer Monitor bekommt kein Signal mehr. Kabel habe ich schon getauscht. Bitte um Support. MfG, Lukas Bauer;Support
Software Lizenz abgelaufen;Hallo, beim Starten von Photoshop kommt die Meldung "Lizenz abgelaufen". Bitte verlängern. Danke, Anna Wolf;Support
Tastatur klemmt;Hi IT-Team, die Leertaste meiner Tastatur klemmt. Kann ich eine neue bekommen? Gruß, Jan Schröder;Support
Fehlercode 500 beim Upload;Sehr geehrte Damen und Herren, wenn ich Dateien hochladen will, erscheint Fehler 500 Internal Server Error. Was ist da los? Grüße, Laura Neumann;Support
Handy synchronisiert nicht;Hallo, meine E-Mails kommen nicht mehr auf dem Diensthandy an. Letzter Sync war vor 3 Tagen. MfG, Patrick Schwarz;Support
PC macht laute Geräusche;Guten Tag, der Lüfter meines PCs ist extrem laut, als würde er gleich abheben. Bitte mal anschauen. Danke, Lisa Zimmermann;Support
Excel Datei defekt;Hilfe, meine wichtige Excel-Tabelle lässt sich nicht mehr öffnen. Formatfehler. Kann man die retten? Gruß, Christian Braun;Support
Kein Ton im Headset;Hallo, ich höre in Teams-Meetings nichts mehr, obwohl das Headset als Gerät ausgewählt ist. Bitte helfen. MfG, Sarah Krüger;Support
Webcam funktioniert nicht;Hi, für das Meeting gleich brauche ich meine Kamera, aber sie bleibt schwarz. Treiber aktuell. Grüße, Daniel Hartmann;Support
Spam-Mails nehmen zu;Guten Tag, ich bekomme in letzter Zeit sehr viele Spam-Mails. Funktioniert der Filter noch? Danke, Jessica Lange;Support
Ordnerzugriff verweigert;Hallo Support, ich habe keinen Zugriff mehr auf das Laufwerk Z:. Da liegen alle meine Daten! Bitte freischalten. Gruß, Thomas Werner;Support
Laptop Akku schnell leer;Hi, mein Akku hält nur noch 30 Minuten. Ich brauche einen Austausch für den Außendienst. MfG, Sabine Krause;Support
Adobe Reader stürzt ab;Guten Tag, jedes Mal wenn ich ein PDF öffne, schließt sich der Reader sofort wieder. Neuinstallation half nicht. Danke, Michael Lehmann;Support
Internet geht gar nicht;Hallo, ich habe gar kein Internet mehr am Platz. Rotes Kreuz beim Netzwerksymbol. Kabel steckt. Grüße, Julia Köhler;Support
Programm hängt sich auf;Hi IT, unser Buchhaltungsprogramm friert ständig ein. Nur Neustart hilft. Das nervt! MfG, Andreas Huber;Support
Scanner verbindet nicht;Sehr geehrte Damen und Herren, der Scanner sendet die Dokumente nicht mehr an meine E-Mail. Bitte prüfen. Danke, Sandra Kaiser;Support
Update hängt bei 99%;Hallo, das Windows-Update hängt seit 2 Stunden bei 99%. Soll ich den PC ausschalten? Gruß, Markus Fuchs;Support
Zweiter Bildschirm flackert;Guten Tag, mein linker Monitor flackert stark. Arbeiten ist so sehr anstrengend. Bitte tauschen. MfG, Claudia Peters;Support
Keine Verbindung zum Server;Hilfe, ich komme nicht auf den Fileserver. Fehler: Netzwerkpfad nicht gefunden. Dringend! Grüße, Stefan Lang;Support
USB-Stick wird nicht erkannt;Hallo Support, mein USB-Stick wird am PC nicht angezeigt. An anderen PCs geht er. Was tun? Danke, Monika Scholz;Support
Telefon funktioniert nicht;Hi, mein Tischtelefon hat kein Freizeichen. Kann nicht raustelefonieren. Bitte beheben. Gruß, Lukas Möller;Support
Schriftart fehlt;Guten Tag, in Word fehlt plötzlich unsere Firmen-Schriftart "Roboto". Dokumente sehen falsch aus. MfG, Anna Weiß;Support
Browser Zertifikatsfehler;Hallo, wenn ich unser Intranet aufrufe, kommt eine Sicherheitswarnung (Zertifikat abgelaufen). Grüße, Jan Jung;Support
PC sehr langsam heute;Hi IT-Team, mein Computer braucht ewig für alles heute. Kann man den mal bereinigen? Danke, Laura Hahn;Support
Mails kommen verzögert an;Sehr geehrte Damen und Herren, Kunden beschweren sich, dass Mails erst Stunden später ankommen. Bitte prüfen! MfG, Patrick Keller;Support
Laufwerk voll;Hallo, ich kann nichts mehr speichern. Meldung: Laufwerk P: ist voll. Bitte Platz schaffen. Gruß, Lisa Vogel;Support
Citrix Verbindungsprobleme;Guten Tag, ich komme von zu Hause nicht in die Citrix-Umgebung. Token wird abgelehnt. Danke, Christian Friedrich;Support
Fehler beim Drucken;Hi, der Drucker druckt nur Hieroglyphen statt Text. Papierverschwendung! Bitte fixen. Grüße, Sarah Günther;Support
Toner leer Meldung;Hallo Support, der Drucker im Flur meldet "Toner Cyan leer". Bitte tauschen. MfG, Daniel Berger;Support
Mauszeiger springt;Guten Tag, mein Mauszeiger springt wild über den Bildschirm. Arbeiten kaum möglich. Danke, Jessica Frank;Support
Headset Bügel gebrochen;Hallo, mir ist der Bügel vom Headset durchgebrochen. Brauche Ersatz. Gruß, Thomas Roth;Support
Excel Formel Fehler;Hi, ich bekomme immer #WERT! Fehler in meiner Tabelle, obwohl die Formel stimmen müsste. Könnt ihr helfen? MfG, Sabine Beck;Support
Netzwerkdrucker hinzufügen;Sehr geehrte Damen und Herren, wie kann ich den neuen Drucker im 3. OG hinzufügen? Finde ihn nicht. Danke, Michael Winkler;Support
PC startet nicht mehr;Hilfe! Mein PC macht gar nichts mehr, wenn ich den Knopf drücke. Keine Lichter, kein Ton. Dringend! Grüße, Julia Baum;Support
Backup wiederherstellen;Hallo IT, ich brauche eine Datei von letzter Woche wieder. Habe sie überschrieben. Geht das? Gruß, Andreas Lorenz;Support
Firewall blockiert Seite;Guten Tag, die Firewall blockiert eine wichtige Webseite für meine Recherche. Bitte freigeben. MfG, Sandra Albrecht;Support
Keine Admin-Rechte;Hi, ich muss ein Programm installieren, aber habe keine Admin-Rechte. Bitte kurz freischalten. Danke, Markus Ludwig;Support
Bildschirmauflösung falsch;Hallo, nach dem Neustart ist alles riesig auf dem Bildschirm. Kann die Auflösung nicht ändern. Grüße, Claudia Böhm;Support
Kabel fehlt;Guten Tag, mir fehlt ein HDMI-Kabel für den neuen Monitor. Könnt ihr eins bringen? MfG, Stefan Simon;Support
Outlook Kalender weg;Hilfe, alle meine Termine im Kalender sind verschwunden! Bitte dringend prüfen. Gruß, Monika Schumacher;Support
Teams Status falsch;Hallo Support, mein Status in Teams ist dauerhaft auf "Abwesend", obwohl ich arbeite. Das irritiert Kollegen. Danke, Lukas Voigt;Support
Fehler 404 Webseite;Hi, unsere interne Wiki-Seite zeigt Fehler 404. Ist der Server down? Grüße, Anna Otto;Support
Rechner piept beim Start;Guten Tag, beim Hochfahren piept der PC 3 mal laut und macht dann nichts mehr. Was bedeutet das? MfG, Jan Arnold;Support
Spam Filter zu streng;Hallo, wichtige Mails von Kunden landen ständig im Junk-Ordner. Bitte Whitelisting. Danke, Laura Graf;Support
VPN Token ungültig;Hi IT, mein RSA-Token für VPN funktioniert nicht mehr. Code wird nicht akzeptiert. Gruß, Patrick Stein;Support
WLAN Passwort;Sehr geehrte Damen und Herren, wie lautet das WLAN-Passwort für Gäste? Habe Besuch gleich. MfG, Lisa Jäger;Support
Druckerpapierstau;Hallo, der große Kopierer hat Papierstau in Fach 2. Ich kriege das Papier nicht raus. Bitte helfen. Danke, Christian Heinrich;Support
Software hängt bei "Laden";Guten Tag, das CRM-Tool hängt seit 10 Minuten bei "Laden...". Cache leeren half nicht. Grüße, Sarah Scheck;Support
Mikrofon zu leise;Hi, alle sagen, ich bin im Meeting kaum zu hören. Mikrofon-Pegel ist aber auf 100%. Was tun? MfG, Daniel Krämer;Support
Update erforderlich Meldung;Hallo Support, ich bekomme ständig Popups "Java Update erforderlich". Darf ich das installieren? Gruß, Jessica Horn;Support
Netzlaufwerk nicht verbunden;Guten Tag, nach dem Wochenende sind alle meine Netzlaufwerke mit rotem X markiert. Zugriff nicht möglich. Danke, Thomas Busch;Support
Tastatur Kaffee verschüttet;Ups, mir ist Kaffee über die Tastatur gelaufen. Tasten kleben jetzt. Sorry, brauche eine neue. MfG, Sabine Appel;Support
Bildschirm flimmert;Hallo, mein Monitor flimmert komisch, wenn ich weiße Hintergründe habe. Bekomme Kopfschmerzen. Bitte tauschen. Grüße, Michael Pohl;Support
Login dauert ewig;Hi IT, die Anmeldung am PC dauert morgens fast 10 Minuten. Das war früher schneller. Bitte prüfen. Gruß, Julia Ernst;Support
PDF lässt sich nicht drucken;Guten Tag, ich kann dieses eine PDF nicht drucken. Der Drucker blinkt nur und bricht ab. Andere gehen. Danke, Andreas Reuter;Support
Mausrad defekt;Hallo, beim Scrollen springt die Seite immer wieder hoch. Mausrad wohl kaputt. Bitte Ersatz. MfG, Sandra Kühn;Support
Serverwartung wann?;Hi, wann ist die nächste Serverwartung? Muss wissen, wann ich nicht arbeiten kann. Grüße, Markus Nagel;Support
Ordner verschieben geht nicht;Hallo Support, ich kann den Ordner "Archiv" nicht verschieben. Meldung: Zugriff verweigert. Bin aber der Ersteller. Danke, Claudia Kluge;Support
Laptop wird sehr heiß;Guten Tag, mein Laptop wird extrem heiß auf der Unterseite. Habe Angst, dass er überhitzt. Bitte prüfen. MfG, Stefan Wolff;Support
Keine E-Mails am Handy;Hilfe, seit Passwortänderung gestern bekomme ich keine Mails mehr aufs iPhone. Was muss ich tun? Gruß, Monika Buck;Support
Zahlenblock geht nicht;Hi IT, der Nummernblock auf der Tastatur tippt keine Zahlen. NumLock ist an. Tastatur kaputt? Grüße, Lukas Binder;Support
Videokonferenz Kamera;Hallo, in Zoom wird meine Kamera nicht erkannt, in Teams aber schon. Woran liegt das? MfG, Anna Seidel;Support
PC fährt nicht runter;Guten Tag, wenn ich auf Herunterfahren klicke, startet der PC einfach neu. Geht nicht aus. Danke, Jan Scherer;Support
Extere Festplatte nicht erkannt;Hallo Support, habe meine externe Platte angeschlossen, aber sie taucht im Explorer nicht auf. Lampe leuchtet. Gruß, Laura Sander;Support
Drucker schmiert;Hi, die Ausdrucke haben alle schwarze Streifen am Rand. Toner oder Trommel defekt? Bitte beheben. Grüße, Patrick Mai;Support
Software Installation;Sehr geehrte Damen und Herren, ich benötige Visio für ein Projekt. Bitte installieren. Lizenz ist da. MfG, Lisa Rost;Support
WLAN Verbindung schwach;Hallo, in meinem Büro ist der WLAN-Empfang nur 1 Balken. Verbindung bricht oft ab. Repeater möglich? Danke, Christian Hess;Support
Outlook Suche geht nicht;Guten Tag, wenn ich in Outlook nach Mails suche, finde ich nichts. Indizierung läuft angeblich. Dauert aber ewig. Gruß, Sarah Arndt;Support
Fehler beim Speichern;Hi IT, Word sagt "Fehler beim Speichern", wenn ich auf das Netzlaufwerk schreiben will. Lokal geht es. MfG, Daniel Thiel;Support
Bildschirm zu dunkel;Hallo, mein Monitor ist viel zu dunkel, obwohl Helligkeit auf 100% steht. Wahrscheinlich Hintergrundbeleuchtung defekt. Grüße, Jessica Block;Support
Konto gesperrt;Hilfe, ich habe mein Passwort 3x falsch eingegeben. Jetzt ist das Konto gesperrt. Bitte entsperren! Danke, Thomas Eder;Support
Mausklick geht schwer;Guten Tag, die linke Maustaste reagiert oft nicht oder macht Doppelklicks. Brauche eine neue Maus. MfG, Sabine Metz;Support
Netzwerkabel defekt;Hallo Support, die Lasche am Netzwerkkabel ist abgebrochen. Kabel rutscht immer raus. Bitte neues Kabel. Gruß, Michael Witte;Support
Systemuhr falsch;Hi, meine Uhr unten rechts geht 10 Minuten nach. Kann die Zeit nicht ändern (keine Rechte). Bitte korrigieren. Grüße, Julia Henke;Support
Lautsprecher rauschen;Hallo, meine PC-Lautsprecher rauschen stark, auch wenn kein Ton läuft. Das stört. Bitte prüfen. MfG, Andreas Groß;Support
Update fehlgeschlagen;Guten Tag, beim Update kam Fehler 0x80070005. Jetzt startet der PC langsam. Was tun? Danke, Sandra Stadler;Support
Virusmeldung am PC;Hilfe! Mein Antivirus meldet "Bedrohung gefunden". Traue mich nichts mehr zu klicken. Bitte sofort kommen! Gruß, Markus Moser;Support
Lüfter rattert;Hallo IT, der Lüfter im PC rattert laut. Klingt wie ein Lagerschaden. Sehr nervig. MfG, Claudia Rahn;Support
Browser stürzt ab;Hi, Chrome schließt sich einfach ohne Meldung. Habe schon Cache geleert. Passiert immer wieder. Grüße, Stefan Baur;Support
Excel Lizenzfehler;Guten Tag, Excel sagt "Produktaktivierung fehlgeschlagen". Kann nicht mehr speichern. Bitte Lizenz prüfen. Danke, Monika Beyer;Support
Kein Netzwerkzugriff;Hallo Support, ich habe unten rechts ein gelbes Dreieck beim Netzwerk. Kein Internet, keine Laufwerke. Gruß, Lukas Lindner;Support
Bildschirm unscharf;Hi, die Schrift auf meinem Monitor ist total verschwommen. Habe schon Einstellungen probiert. Augen tun weh. MfG, Anna Martens;Support
Drucker offline;Hallo, ich will drucken, aber der Drucker wird als "Offline" angezeigt. Er ist aber an. Was ist falsch? Danke, Jan Schütte;Support
Tastatur Tasten fehlen;Guten Tag, mir sind zwei Tasten von der Tastatur abgefallen (E und R). Lassen sich nicht mehr befestigen. Bitte neue. Grüße, Laura Fricke;Support
Headset Wackelkontakt;Hi IT, mein Headset hat einen Wackelkontakt am Kabel. Ton geht immer an und aus. Brauche Ersatz für Telefonie. MfG, Patrick Hoppe;Support
PC friert ein;Hallo Support, mein PC friert komplett ein, Maus bewegt sich nicht mehr. Muss Hard-Reset machen. Passiert 2x am Tag. Gruß, Lisa Heller;Support
Outlook Postfach voll;Guten Tag, ich bekomme die Meldung "Postfach voll", kann keine Mails mehr senden. Habe aber schon gelöscht. Hilfe! Danke, Christian Reimann;Support
Rückfrage zur letzten Spesenabrechnung;Sehr geehrte Buchhaltung, anbei finden Sie die Rechnung zur Verbuchung. Bitte um schnelle Bearbeitung. Mit freundlichen Grüßen,;Buchhaltung
Bestellung von Toner dringend;Hallo Finanzabteilung, bitte senden Sie uns die Lieferantenbescheinigung für das Q4 zu. Vielen Dank für Ihre Mühe,;Buchhaltung
Status Bestellschein 5945;Guten Tag, bitte um Erstattung der Reisekosten für die Dienstreise nach Berlin. Beste Grüße,;Buchhaltung
Korrektur der Umsatzsteuer-ID;Liebes Team Einkauf/Finanzen, der Liefertermin für das Büromaterial wurde verschoben. Bitte notieren. Danke und Gruß,;Buchhaltung
Bestellung von 20 Lizenzen dringend;Sehr geehrte Damen und Herren, wann können wir mit der Überweisung der offenen Rechnung (Nr. 789) rechnen? Bitte um zeitnahe Rückmeldung.;Buchhaltung
Rechnung Nr. 5868 zur Zahlung freigeben;Sehr geehrte Buchhaltung, es muss eine Korrektur der Mehrwertsteuer auf der Rechnung vorgenommen werden. Mit freundlichen Grüßen,;Buchhaltung
Anfrage Mahngebühren;Hallo Finanzabteilung, anbei finden Sie die Rechnung zur Verbuchung. Bitte um schnelle Bearbeitung. Vielen Dank für Ihre Mühe,;Buchhaltung
Reklamation Lieferzeit Überschreitung;Guten Tag, die letzte Lieferung der Hardware war unvollständig. Wir bitten um Nachlieferung. Beste Grüße,;Buchhaltung
Jahresabschluss Unterlagen;Liebes Team Einkauf/Finanzen, wir möchten die Bestellung des Laptops für Herrn Schmidt hiermit stornieren. Danke und Gruß,;Buchhaltung
Rückfrage zur letzten Spesenabrechnung;Sehr geehrte Damen und Herren, der Liefertermin für das Büromaterial wurde verschoben. Bitte notieren. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Bestellung von Externe Festplatten dringend;Sehr geehrte Buchhaltung, bitte um Erstattung der Reisekosten für die Dienstreise nach Berlin. Mit freundlichen Grüßen,;Buchhaltung
Anfrage Mengenrabatt Büromaterial;Hallo Finanzabteilung, anbei finden Sie die Rechnung zur Verbuchung. Bitte um schnelle Bearbeitung. Vielen Dank für Ihre Mühe,;Buchhaltung
Status Bestellschein 2294;Guten Tag, ich habe Fragen zu den Abzügen auf meiner letzten Gehaltsabrechnung. Beste Grüße,;Buchhaltung
Reklamation Lieferzeit Überschreitung;Liebes Team Einkauf/Finanzen, wann können wir mit der Überweisung der offenen Rechnung (Nr. 789) rechnen? Danke und Gruß,;Buchhaltung
Nachkauf Lizenzschlüssel;Sehr geehrte Damen und Herren, es muss eine Korrektur der Mehrwertsteuer auf der Rechnung vorgenommen werden. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Gutschrift fehlerhaft;Sehr geehrte Buchhaltung, bitte senden Sie uns die Lieferantenbescheinigung für das Q4 zu. Mit freundlichen Grüßen,;Buchhaltung
Anfrage Lieferavis;Hallo Finanzabteilung, können wir die Zahlungsfrist auf 60 Tage verlängern? Vielen Dank für Ihre Mühe,;Buchhaltung
Offene Posten prüfen;Guten Tag, bitte bestellen Sie dringend die 5 neuen Monitore für die IT-Abteilung. Beste Grüße,;Buchhaltung
Rechnung Nr. 5352 zur Zahlung freigeben;Liebes Team Einkauf/Finanzen, könnten Sie bitte den Zahlungseingang für die Kundennummer 456 prüfen? Danke und Gruß,;Buchhaltung
Überweisung der Monatsgehälter;Sehr geehrte Damen und Herren, wir möchten die Bestellung des Laptops für Herrn Schmidt hiermit stornieren. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Bestellung von Kaffee dringend;Sehr geehrte Buchhaltung, anbei finden Sie die Rechnung zur Verbuchung. Bitte um schnelle Bearbeitung. Mit freundlichen Grüßen,;Buchhaltung
Lieferantenwechsel Konditionen;Hallo Finanzabteilung, die letzte Lieferung der Hardware war unvollständig. Wir bitten um Nachlieferung. Vielen Dank für Ihre Mühe,;Buchhaltung
Rahmenvertrag besprechen;Guten Tag, wann können wir mit der Überweisung der offenen Rechnung (Nr. 789) rechnen? Beste Grüße,;Buchhaltung
Nachkauf Lizenzschlüssel;Liebes Team Einkauf/Finanzen, der Liefertermin für das Büromaterial wurde verschoben. Bitte notieren. Danke und Gruß,;Buchhaltung
Jahresabschluss Unterlagen;Sehr geehrte Damen und Herren, ich habe Fragen zu den Abzügen auf meiner letzten Gehaltsabrechnung. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Bestellung von Laptop dringend;Sehr geehrte Buchhaltung, es muss eine Korrektur der Mehrwertsteuer auf der Rechnung vorgenommen werden. Mit freundlichen Grüßen,;Buchhaltung
Rückfrage zur letzten Spesenabrechnung;Hallo Finanzabteilung, bitte um Erstattung der Reisekosten für die Dienstreise nach Berlin. Vielen Dank für Ihre Mühe,;Buchhaltung
Rechnung Nr. 9976 zur Zahlung freigeben;Guten Tag, bitte senden Sie uns die Lieferantenbescheinigung für das Q4 zu. Beste Grüße,;Buchhaltung
Korrektur der Umsatzsteuer-ID;Liebes Team Einkauf/Finanzen, können wir die Zahlungsfrist auf 60 Tage verlängern? Danke und Gruß,;Buchhaltung
Anfrage Lieferavis;Sehr geehrte Damen und Herren, bitte bestellen Sie dringend die 5 neuen Monitore für die IT-Abteilung. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Offene Posten prüfen;Sehr geehrte Buchhaltung, könnten Sie bitte den Zahlungseingang für die Kundennummer 456 prüfen? Mit freundlichen Grüßen,;Buchhaltung
Überweisung der Monatsgehälter;Hallo Finanzabteilung, wir möchten die Bestellung des Laptops für Herrn Schmidt hiermit stornieren. Vielen Dank für Ihre Mühe,;Buchhaltung
Reklamation Lieferzeit Überschreitung;Guten Tag, anbei finden Sie die Rechnung zur Verbuchung. Bitte um schnelle Bearbeitung. Beste Grüße,;Buchhaltung
Rahmenvertrag besprechen;Liebes Team Einkauf/Finanzen, die letzte Lieferung der Hardware war unvollständig. Wir bitten um Nachlieferung. Danke und Gruß,;Buchhaltung
Anfrage Mengenrabatt Büromaterial;Sehr geehrte Damen und Herren, wann können wir mit der Überweisung der offenen Rechnung (Nr. 789) rechnen? Bitte um zeitnahe Rückmeldung.;Buchhaltung
Bestellung von 20 Lizenzen dringend;Sehr geehrte Buchhaltung, der Liefertermin für das Büromaterial wurde verschoben. Bitte notieren. Mit freundlichen Grüßen,;Buchhaltung
Status Bestellschein 5084;Hallo Finanzabteilung, es muss eine Korrektur der Mehrwertsteuer auf der Rechnung vorgenommen werden. Vielen Dank für Ihre Mühe,;Buchhaltung
Gutschrift fehlerhaft;Guten Tag, bitte um Erstattung der Reisekosten für die Dienstreise nach Berlin. Beste Grüße,;Buchhaltung
Rechnung Nr. 1221 zur Zahlung freigeben;Liebes Team Einkauf/Finanzen, bitte senden Sie uns die Lieferantenbescheinigung für das Q4 zu. Danke und Gruß,;Buchhaltung
Lieferantenwechsel Konditionen;Sehr geehrte Damen und Herren, können wir die Zahlungsfrist auf 60 Tage verlängern? Bitte um zeitnahe Rückmeldung.;Buchhaltung
Bestellung von Kaffee dringend;Sehr geehrte Buchhaltung, bitte bestellen Sie dringend die 5 neuen Monitore für die IT-Abteilung. Mit freundlichen Grüßen,;Buchhaltung
Rückfrage zur letzten Spesenabrechnung;Hallo Finanzabteilung, könnten Sie bitte den Zahlungseingang für die Kundennummer 456 prüfen? Vielen Dank für Ihre Mühe,;Buchhaltung
Überweisung der Monatsgehälter;Guten Tag, wir möchten die Bestellung des Laptops für Herrn Schmidt hiermit stornieren. Beste Grüße,;Buchhaltung
Bestellung von Externe Festplatten dringend;Liebes Team Einkauf/Finanzen, anbei finden Sie die Rechnung zur Verbuchung. Bitte um schnelle Bearbeitung. Danke und Gruß,;Buchhaltung
Anfrage Mahngebühren;Sehr geehrte Damen und Herren, die letzte Lieferung der Hardware war unvollständig. Wir bitten um Nachlieferung. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Status Bestellschein 2548;Sehr geehrte Buchhaltung, wann können wir mit der Überweisung der offenen Rechnung (Nr. 789) rechnen? Mit freundlichen Grüßen,;Buchhaltung
Nachkauf Lizenzschlüssel;Hallo Finanzabteilung, ich habe Fragen zu den Abzügen auf meiner letzten Gehaltsabrechnung. Vielen Dank für Ihre Mühe,;Buchhaltung
Offene Posten prüfen;Guten Tag, es muss eine Korrektur der Mehrwertsteuer auf der Rechnung vorgenommen werden. Beste Grüße,;Buchhaltung
Rechnung Nr. 8652 zur Zahlung freigeben;Liebes Team Einkauf/Finanzen, bitte um Erstattung der Reisekosten für die Dienstreise nach Berlin. Danke und Gruß,;Buchhaltung
Korrektur der Umsatzsteuer-ID;Sehr geehrte Damen und Herren, bitte senden Sie uns die Lieferantenbescheinigung für das Q4 zu. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Bestellung von Toner dringend;Sehr geehrte Buchhaltung, können wir die Zahlungsfrist auf 60 Tage verlängern? Mit freundlichen Grüßen,;Buchhaltung
Anfrage Mengenrabatt Büromaterial;Hallo Finanzabteilung, bitte bestellen Sie dringend die 5 neuen Monitore für die IT-Abteilung. Vielen Dank für Ihre Mühe,;Buchhaltung
Status Bestellschein 8092;Guten Tag, könnten Sie bitte den Zahlungseingang für die Kundennummer 456 prüfen? Beste Grüße,;Buchhaltung
Reklamation Lieferzeit Überschreitung;Liebes Team Einkauf/Finanzen, wir möchten die Bestellung des Laptops für Herrn Schmidt hiermit stornieren. Danke und Gruß,;Buchhaltung
Nachkauf Lizenzschlüssel;Sehr geehrte Damen und Herren, anbei finden Sie die Rechnung zur Verbuchung. Bitte um schnelle Bearbeitung. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Gutschrift fehlerhaft;Sehr geehrte Buchhaltung, die letzte Lieferung der Hardware war unvollständig. Wir bitten um Nachlieferung. Mit freundlichen Grüßen,;Buchhaltung
Anfrage Lieferavis;Hallo Finanzabteilung, wann können wir mit der Überweisung der offenen Rechnung (Nr. 789) rechnen? Vielen Dank für Ihre Mühe,;Buchhaltung
Offene Posten prüfen;Guten Tag, ich habe Fragen zu den Abzügen auf meiner letzten Gehaltsabrechnung. Beste Grüße,;Buchhaltung
Rechnung Nr. 1827 zur Zahlung freigeben;Liebes Team Einkauf/Finanzen, es muss eine Korrektur der Mehrwertsteuer auf der Rechnung vorgenommen werden. Danke und Gruß,;Buchhaltung
Überweisung der Monatsgehälter;Sehr geehrte Damen und Herren, bitte um Erstattung der Reisekosten für die Dienstreise nach Berlin. Bitte um zeitnahe Rückmeldung.;Buchhaltung
Bestellung von Laptop dringend;Sehr geehrte Buchhaltung, bitte senden Sie uns die Lieferantenbescheinigung für das Q4 zu. Mit freundlichen Grüßen,;Buchhaltung
Lieferantenwechsel Konditionen;Hallo Finanzabteilung, können wir die Zahlungsfrist auf 60 Tage verlängern? Vielen Dank für Ihre Mühe,;Buchhaltung
Rahmenvertrag besprechen;Guten Tag, bitte bestellen Sie dringend die 5 neuen Monitore für die IT-Abteilung. Beste Grüße,;Buchhaltung
Nachkauf Lizenzschlüssel;Liebes Team Einkauf/Finanzen, könnten Sie bitte den Zahlungseingang für die Kundennummer 456 prüfen? Danke und Gruß,;Buchhaltung
Jahresabschluss Unterlagen;Sehr geehrte Damen und Herren, wir möchten die Bestellung des Laptops für Herrn Schmidt hiermit stornieren. Bitte um zeitnahe Rückmeldung.;Buchhaltung
